,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,scopus,wos,kci,sum
2505,Design of polarization-independent and wide-angle broadband absorbers for highly efficient reflective structural color filters,0,Lee K.-T.,MDPI AG,"Lee Kyu-tae, Kang Daeshik, Park Hui Joon, Park Donghyuk, Han Seungyong",1050,Article,MaterialsOpen Access,2019,,1,1,0,1
2506,Laser-generated focused ultrasound transmitters with frequency-tuned outputs over sub-10-MHz range,0,Park H.J.,American Institute of Physics Inc.,"Joo Min-gyu, Lee Kyu-tae, Sang Pilgyu, Heo Jeongmin, Park Hui Joon, Baac Hyoung Won",154103,Article,Applied Physics Letters,07-Oct-19,,1,1,0,1
2507,Flexible High-Color-Purity Structural Color Filters Based on a Higher-Order Optical Resonance Suppression,0,Baac H.W.,Nature Publishing Group,"Lee Kyu-tae, Han Sungyong, Li Zijia, Baac Hyoung Won, Park Hui Joon",14917,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
2508,"Wireless, skin-mountable EMG sensor for human-machine interface application",0,Lee K.-T.,MDPI AG,"Song Min-su, Kang Sung-gu, Lee Kyu-tae, Kim Jeonghyun",879,Article,MicromachinesOpen Access,01-Dec-19,,1,1,0,1
2509,When are internal and external corporate social responsibility initiatives amplified? Employee engagement in corporate social responsibility initiatives on prosocial and proactive behaviors,0,Choi W.-H.,John Wiley and Sons Ltd,"Hur Won-moo, Moon Taewon, Choi Wookhee",849-858,Article,Corporate Social Responsibility and Environmental Management,July/August 2019,,1,0,0,1
2510,The effects of perceived supervisor incivility on child-care workers’ job performance: The mediating role of emotional exhaustion and intrinsic motivation,0,Kim Y.,Springer New York LLC,"Han Youjin, Kim Yeonshin, Hur Won-moo",2019,Article in Press,Current Psychology,2019,,1,0,0,1
2511,When do service employees suffer more from job insecurity? The moderating role of coworker and customer incivility,0,Hur W.-M.,MDPI AG,"Shin Yuhyung, Hur Won-moo",1298,Article,International Journal of Environmental Research and Public HealthOpen Access,01-Apr-19,,1,0,0,1
2512,How Service Employees’ Work Motivations Lead to Job Performance: the Role of Service Employees’ Job Creativity and Customer Orientation,0,Hur W.-M.,Springer New York LLC,"Moon Taewon, Hur Won-moo, Hyun Sunghyup (Sean)",517-532,Article,Current Psychology,15-Apr-19,,1,1,0,1
2513,How leaders’ perceived emotional labor leads to followers’ job performance: A serial mediation model,0,Hur W.-M.,Emerald Group Publishing Ltd.,"Moon Taewon, Hur Won-moo, Choi Yongjun",22-44,Article,Journal of Service Theory and Practice,10-May-19,,1,1,0,1
2514,"A motivational perspective on job insecurity: Relationships between job insecurity, intrinsic motivation, and performance and behavioral outcomes",0,Hur W.-M.,MDPI AG,"Shin Yuhyung, Hur Won-moo, Moon Taewon, Lee Soomi",1812,Article,International Journal of Environmental Research and Public HealthOpen Access,02-May-19,,1,1,0,1
2515,Linking flight attendants’ job crafting and OCB from a JD-R perspective: A daily analysis of the mediation of job resources and demands,0,Hur W.-M.,Elsevier Ltd,"Shin Yuhyung, Hur Won-moo",101681,Article,Journal of Air Transport Management,Aug-19,,1,1,0,1
2516,0,0,0,0,0,0,0,0,0,,0,0,1,1
2517,Interteam cooperation and competition and boundary activities: The cross-level mediation of team goal orientations,0,Hur W.-M.,MDPI AG,"Shin Yuhyung, Kim Mihee, Hur Won-moo",2738,Article,International Journal of Environmental Research and Public HealthOpen Access,01-Aug-19,,1,1,0,1
2518,The effect of frontline employees' experienced customer incivility on service performance,0,Kim B.-S.,Korea Distribution Science Association (KODISA),"Kim Minsung, Hur Won-moo, Kim Byung-soo",107-118,Article,Journal of Distribution ScienceOpen Access,2019,,1,0,1,1
2519,0,0,0,0,0,0,0,0,0,,0,0,1,1
2520,0,0,0,0,0,0,0,0,0,,0,0,0,0
2521,0,0,0,0,0,0,0,0,0,,0,0,1,1
2522,0,0,0,0,0,0,0,0,0,,0,0,1,1
2523,0,0,0,0,0,0,0,0,0,,0,0,1,1
2524,0,0,0,0,0,0,0,0,0,,0,0,1,1
2525,0,0,0,0,0,0,0,0,0,,0,0,1,1
2526,0,0,0,0,0,0,0,0,0,,0,0,1,1
2527,0,0,0,0,0,0,0,0,0,,0,0,1,1
2528,0,0,0,0,0,0,0,0,0,,0,0,1,1
2529,0,0,0,0,0,0,0,0,0,,0,0,1,1
2530,0,0,0,0,0,0,0,0,0,,0,0,1,1
2531,Predictors of the co-occurrence of posttraumatic stress disorder and depressive disorder in psychiatric outpatients,0,Choi J.Y.,W.B. Saunders,Choi Jiyoung,40-45,Article,Comprehensive PsychiatryOpen Access,Feb-19,,1,1,0,1
2532,0,0,0,0,0,0,0,0,0,,0,0,1,1
2533,0,0,0,0,0,0,0,0,0,,0,0,1,1
2534,0,0,0,0,0,0,0,0,0,,0,0,1,1
2535,0,0,0,0,0,0,0,0,0,,0,0,1,1
2536,Determinants and outcomes of volunteer satisfaction in mega sports events,0,Park C.,MDPI AG,"Kim Daehwan, Park Chanmin, Kim Hany, Kim Jeeyoon",1859,Article,Sustainability (Switzerland)Open Access,01-Apr-19,,1,1,0,1
2537,Socioeconomic status and leisure-time sports participation among Koreans,0,Lee C.W.,Routledge,"Chun Sung-bum, Kim Minjeong, Park Chanmin, Lee Chulwon",103-124,Article,Leisure/ Loisir,02-Jan-19,,1,0,0,1
2538,A Foucauldian Analysis on Discourse in Primary School Physical Education Classes in Singapore,0,Leng H.K.,Sciendo,"Chung Ho-jin, Leng Ho Keat, Park Chanmin",01월 15일,Article,"Physical Culture and Sport, Studies and ResearchOpen Access",01-Sep-19,,1,1,0,1
2539,0,0,0,0,0,0,0,0,0,,0,1,0,1
2540,Cellular senescence: A promising strategy for cancer therapy(Short Survey),0,Lee J.-S.,The Biochemical Society of the Republic of Korea,"Lee Seongju, Lee Jae-seon",35-41,Short Survey,BMB ReportsOpen Access,01-Jan-19,,1,1,1,1
2541,0,0,0,0,0,0,0,0,0,,0,1,0,1
2542,Psychometric Evaluation of a Korean Version of the Cancer Survivors' Self-efficacy Scale,0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Kim Soo-hyun, Lee Bo Gyeong, Lee Ji-yeon, Kim Sei-joong, Hur Min-hee, Lee Moon-hee, Han Misook",509-514,Article,Cancer nursing,01-Nov-19,,1,1,0,1
2543,0,0,0,0,0,0,0,0,0,,0,0,1,1
2544,0,0,0,0,0,0,0,0,0,,0,0,1,1
2545,Early decline in left ventricular ejection fraction can predict trastuzumab-related cardiotoxicity in patients with breast cancer: A study using 13 years of registry data,0,Park Y.H.,Korean Cancer Association,"Kim Eunkyoung, Cho Jinhyun, Kim Jiyeon, Chang Sung A., Park Sung-ji, Choi Jinoh, Lee Sang-chol, Ahn Jinseok, Park Seung-woo, Im Young-hyuck, Jeon Eun-seok, Park Yeonhee",727-736,Article,Cancer Research and TreatmentOpen Access,2019,,1,1,0,1
2546,0,0,0,0,0,0,0,0,0,,0,1,1,1
2547,Pembrolizumab for patients with refractory or relapsed thymic epithelial tumor: An open-label phase II trial,0,Copyright 2019 Elsevier B.V. All rights reserved.,American Society of Clinical Oncology,"Cho Jinhyun, Kim Hae-su, Ku Bo-mi, Choi Yoon-la, Cristescu Razvan, Han Joungho, Sun Jong-mu, Lee Sang Hak, Ahn Jin-seok, Park Keunchil, Ahn Myung-ju",2162-2170,Review,Journal of Clinical Oncology,20-Aug-19,,1,1,0,1
2548,Relative Efficacy of Systemic Treatments for Patients with Advanced Hepatocellular Carcinoma According to Viral Status: A Systematic Review and Network Meta-Analysis,0,Kim J.,Springer-Verlag France,"Park Jisun, Cho Jinhyun, Lim Joohan, Lee Moonhee, Kim Jinchul",395-403,Review,Targeted Oncology,01-Aug-19,,1,1,0,1
2549,Effect of study-level factors on treatment-free remission rate in patients with chronic myeloid leukemia: a systematic review and meta-analysis,0,Cho J.,Springer Tokyo,"Kim Jinchul, Park Jisun, Moon Yeonsook, Choi Suk-jin, Lim Joohan, Lee Moonhee, Cho Jinhyun",683-689,Article,International Journal of Hematology,01-Dec-19,,1,1,0,1
2550,Low-Dose Prasugrel vs Clopidogrel-Based Tailored Premedication for Endovascular Treatment of Cerebral Aneurysms,0,Kang H.-S.,Oxford University Press,"Cho Wongsang, Lee Joongyub, Ha Eun-jin, Kim Kyung Hyun, Lee Jeongjun, Cho Young-dae, Kim Jeong Eun, Han Moonhee, Kang Hyun-seung",E52-E59,Article,Clinical Neurosurgery,Article number nyy341,,1,1,0,1
2551,The association between antidepressant use and deaths from road traffic accidents: a case-crossover study,0,Lee J.,Dr. Dietrich Steinkopff Verlag GmbH and Co. KG,"Yang Boram, Kwon Kyoung-eun, Kim Ye-jee, Choi Nam-Kyong, Kim Mi-sook, Jung Sun-young, Shin Juyoung, Ahn Yong-min, Park Byungjoo, Lee Joongyub",485-495,Article,Social Psychiatry and Psychiatric Epidemiology,03-Apr-19,,1,1,0,1
2552,Serum klotho is inversely associated with metabolic syndrome in chronic kidney disease: Results from the KNOW-CKD study,0,Oh K.-H.,BioMed Central Ltd.,"Kim Hyo-jin, Lee Joongyub, Chae Dong-wan, Lee Kyubeck, Sung Suah, Yoo Tae-hyun, Han Seunghyeok, Ahn Curie, Oh Kook Hwan",119,Article,BMC NephrologyOpen Access,03-Apr-19,,1,1,0,1
2553,Effects of antenatal corticosteroids in twin neonates with late preterm birth (ACTWIN [Antenatal Corticosteroids in TWIN late preterm neonates] trial): Study protocol for a randomized controlled trial,0,Chung J.H.,BioMed Central Ltd.,"Hong Subeen, Lee Seung-mi, Kwak Dong-wook, Lee Joongyub, Kim So-yeon, Oh Jeong-won, Oh Sohee, Park Chan-wook, Park Joong Shin, Chung Jinhoon, Jun Jong-kwan",114,Article,BMC Pregnancy and ChildbirthOpen Access,03-Apr-19,,1,1,0,1
2554,Incremental Peritoneal Dialysis May be Beneficial for Preserving Residual Renal Function Compared to Full-dose Peritoneal Dialysis,0,Oh K.-H.,Nature Publishing Group,"Lee Yeonhee, Chung Sung-won, Park Seokwoo, Ryu Hyunjin, Lee Hajeong, Kim Dongki, Joo Kwon-wook, Ahn Curie, Lee Joongyub, Oh Kook Hwan",10105,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
2555,0,0,0,0,0,0,0,0,0,,0,1,0,1
2556,Trajectory of severity of postoperative delirium symptoms and its prospective association with cognitive function in patients with gastric cancer: results from a prospective observational study,0,Hahm B.-J.,Springer Verlag,"Shim Eun-jung, Noh Haelim, Lee Kwang-min, Hwang Heesung, Son Kyung-lak, Jung Dooyoung, Kim Won-hyoung, Kong Seongho, Suh Yunsuhk, Lee Hyuk Joon, Yang Hankwang, Hahm Bong-jin",2999-3006,Article,Supportive Care in Cancer,01-Aug-19,,1,1,0,1
2557,Reliability and validity of the Korean version of clinician-administered posttraumatic stress disorder scale for DSM-5,0,Park J.E.,Korean Academy of Medical Science,"Kim Won-hyoung, Jung Young-eun, Roh Daeyoung, Kim Daeho, Kang Suk-hoon, Chae Jeong-ho, Park Jooeon",e219,Article,Journal of Korean Medical ScienceOpen Access,01-Aug-19,,1,1,1,1
2558,0,0,0,0,0,0,0,0,0,,0,0,1,1
2559,Restrictive Spirometric Pattern and Postoperative Pulmonary Complications Following Non-cardiothoracic Surgery,0,Lee H.,Nature Publishing Group,"Shin Sun-hye, Shin Beomsu, Kang Danbee, Cho Juhee, Kang Hyung-koo, Chon Hae-ri, Kim Jung-soo, Park Hyunjeong, Lee Hyun",12750,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
2560,Evaluating the outcome of multi-morbid patients cared for by hospitalists: A report of integrated medical model in Korea,0,Kim A.J.,Korean Academy of Medical Science,"Lee Jung-hwan, Kim Ahjin, Kyong Tae-young, Jang Jihun, Park Jeongmi, Lee Jeong-hoon, Lee Man-jong, Kim Jung-soo, Suh Young-ju, Kwon Seongryul, Kim Cheol-woo",e179,Article,Journal of Korean Medical ScienceOpen Access,2019,,1,1,1,1
2561,Feasibility of Bronchial Washing Fluid-Based Approach to Early-Stage Lung Cancer Diagnosis,0,Ryu J.-S.,Wiley-Blackwell,"Ryu Jeong-seon, Lim Jun-hyeok, Lee Myoung-kyu, Lee Seungjae, Kim Hyun-jung, Kim Minjeong, Park Mihwa, Kim Jung-soo, Nam Haesung Seong, Park Nuri, Yong Seok-joong",e603-e606,Article,Oncologist,Jul-19,,1,1,0,1
2562,"Case of both rivaroxaban- and dabigatran-induced leukocytoclastic vasculitis, during management of pulmonary thromboembolism",0,Lee H.L.,W.B. Saunders Ltd,"Lee Hong-lyeol, Kim Lucia, Kim Cheol-woo, Kim Jung-soo, Nam Haesung Seong, Ryu Jeong-seon",219-222,Article,Respiratory Medicine Case ReportsOpen Access,01-Jan-19,,1,1,0,1
2563,0,0,0,0,0,0,0,0,0,,0,0,0,0
2564,Extended-duration deafness is correlated with better subjective satisfaction in CROS-tBAHI recipients,0,Choi J.Y.,Blackwell Publishing Ltd,"Jung Jinsei, Kim Hyun-ji, Lee Young-ho, Moon In-seok, Choi Jae-young",688-692,Letter,Clinical Otolaryngology,Jul-19,,1,1,0,1
2565,0,0,0,0,0,0,0,0,0,,0,1,0,1
2566,0,0,0,0,0,0,0,0,0,,0,1,0,1
2567,Inadvertent epidural anesthesia associated with catheterization following continuous psoas compartment block in a patient with scoliosis: A Case report,0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Kim Byung-gun, Yang Chunwoo, Soh Sunghyun, Lee Kyungjoo",e14316,Article,MedicineOpen Access,01-Feb-19,,1,1,0,1
2568,0,0,0,0,0,0,0,0,0,,0,1,0,1
2569,Acute cervical myelopathy with quadriparesis after cervical transforaminal epidural steroid injection: A case report,0,Kim B.-G.,Lippincott Williams and Wilkins,"Yang Chunwoo, Kim Na-eun, Beak Jee-sun, Tae Na-young, Eom Byeong Hun, Kim Byung-gun",e18299,Article,Medicine (United States)Open Access,2019,,1,1,0,1
2570,Comparison of the acoustic windows for the thoracic paramedian epidural approach after shoulder rotation: The lateral decubitus versus the sitting position,0,Kim H.,Elsevier Masson SAS,"Byon Hyo-jin, Hong Sung-jun, Kim Daeyu, O Joo Hyeon, Lee In-gon, Seo Dong-ho, Heo Gyoung A., Kim Hyunzu",53-56,Article,Anaesthesia Critical Care and Pain Medicine,Feb-19,,1,1,0,1
2571,Haemodynamic changes and incisional bleeding after scalp infiltration of dexmedetomidine with lidocaine in neurosurgical patients,0,Min K.T.,Elsevier Masson SAS,"Kim Hyunzu, Choi Seungho, Ha Sang-hee, Chang Won Seok, Heo Gyoung A., Jeong Jimyeong, Min Kyeong-tae",237-242,Article,Anaesthesia Critical Care and Pain Medicine,Jun-19,,1,1,0,1
2572,"Characteristics, trend, and methodological quality of systematic reviews and meta-analyses in nuclear medicine: A bibliometric analysis of studies published between 2005 and 2016",0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Hong Jung Ui, Kim Jun-ho, Lee Kyung-hee, Lee Minkyung, Hyun In-young, Cho Soon-gu, Kim Yeoju, Lee Hayoung, Kim Ga-ram",e15785,Article,MedicineOpen Access,01-May-19,,1,1,0,1
2573,0,0,0,0,0,0,0,0,0,,0,0,1,1
2574,Relation of blood pressure variability to left ventricular function and arterial stiffness in hypertensive patients,0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Shin Sung-hee, Jang Ji-hoon, Baek Yong-soo, Kwon Sungwoo, Park Sang-don, Woo Seong-ill, Kim Daehyeok, Kwan Jun",427-431,Article,Singapore medical journal,01-Aug-19,,1,1,0,1
2575,Chromosome 4q25 variants and biomarkers of myocardial fibrosis in patients with atrial fibrillation,0,Choi J.-I.,Blackwell Publishing Inc.,"Choi Jongil, Baek Yong-soo, Roh Seung-young, Piccini Jonathan Paul, Kim Younghoon",1904-1913,Article,Journal of Cardiovascular Electrophysiology,01-Oct-19,,1,1,0,1
2576,Impact of persistent left superior vena cava on radiofrequency catheter ablation in patients with atrial fibrillation,0,Choi J.-I.,Oxford University Press,"Kim Yungi, Han Seongwook, Choi Jongil, Lee Kwang-no, Baek Yong-soo, Uhm Jae-sun, Shim Jaemin, Kim J. S., Park Sang-weon, Hwang Chun, Kim Younghoon",1824-1832,Article,Europace,01-Dec-19,,1,1,0,1
2577,Trends in the use of implantable cardioverter-defibrillators for prevention of sudden cardiac arrest: A South Korean nationwide population-based study,0,Choi J.-I.,Blackwell Publishing Inc.,"Roh Seung-young, Choi Jongil, Kim Min-sun, Cho Eun-young, Kim Yungi, Lee Kwang-no, Baek Yong-soo, Shim Jaemin, Kim J. S., Park Sang-weon, Chugh Sumeet S., Kim Younghoon",2019,Article,PACE - Pacing and Clinical Electrophysiology,2019,,1,1,0,1
2578,Location and pattern of non-invasive keratographic tear film break-up according to dry eye disease subtypes,0,Jung J.W.,Blackwell Publishing Ltd,"Kim Jieun, Kim Jung-yong, Seo Kyoungyul, Kim Taeim, Chin Hee-seung, Jung Jiwon",e1089-e1097,Article,Acta Ophthalmologica,01-Dec-19,,1,1,0,1
2579,Clinical Efficacy of Pinhole Soft Contact Lenses for the Correction of Presbyopia,0,Kim T.-I.,Taylor and Francis Ltd,"Park Si-yoon, Choi Young-joon, Jung Jiwon, Choi Moonjung, Kim Eung-kweon, Seo Kyoungyul, Kim Taeim",106-114,Article,Seminars in Ophthalmology,17-Feb-19,,1,1,0,1
2580,0,0,0,0,0,0,0,0,0,,0,0,1,1
2581,Opto-Electric Analog SRAM Device Based on Commercial LEDs and Photodetectors,0,Lee B.,The Korean Physical Society,"Lee Minjong, Choi Minku, Kim Tae-wook, Lee Bowon, Lee Youngtack",1166-1170,Article,Journal of the Korean Physical Society,01-Jun-19,,1,1,1,1
2582,Sulfonium-based organic structure-directing agents for microporous aluminophosphate synthesis,0,Ryoo R.,Elsevier B.V.,"Lee Sungjune, Jo Changbum, Park Hongjun, Kim Jaeheon, Ryoo Ryong",75-81,Article,Microporous and Mesoporous Materials,15-May-19,,1,1,0,1
2583,Catalytic dehydration of ethanol over WOx nanoparticles supported on MFI (Mobile five) zeolite nanosheets,0,Jo C.,MDPI AG,"Kim Haneul, Numan Muhammad, Jo Changbum",670,Article,CatalystsOpen Access,Aug-19,,1,1,0,1
2584,Oxygen activation on the interface between Pt nanoparticles and mesoporous defective TiO2 during CO oxidation,0,Ryoo R.,American Institute of Physics Inc.,"Oh Sunyoung, Ha Hyunwoo, Choi Hanseul, Jo Changbum, Cho Jangkeun, Choi Hyuk, Ryoo Ryong, Kim Hyun You, Park Jeongyoung",234716,Article,Journal of Chemical Physics,21-Dec-19,,1,1,0,1
2585,Work pressure and burnout effects on emergency room operations: a system dynamics simulation approach,0,Noh Y.,Springer Verlag,"Choi Donghyun, Noh Yonghwi, Rha Jin-sung",2018,Article in Press,Service Business,2018,,1,1,0,1
2586,0,0,0,0,0,0,0,0,0,,0,0,0,0
2587,0,0,0,0,0,0,0,0,0,,0,0,1,1
2588,0,0,0,0,0,0,0,0,0,,0,0,1,1
2589,0,0,0,0,0,0,0,0,0,,0,0,1,1
2590,0,0,0,0,0,0,0,0,0,,0,0,1,1
2591,0,0,0,0,0,0,0,0,0,,0,0,1,1
2592,0,0,0,0,0,0,0,0,0,,0,0,1,1
2593,0,0,0,0,0,0,0,0,0,,0,1,0,1
2594,Effects of blades inside a nozzle on the fiber orientation and distribution in fiber-reinforced cement-based materials,0,Kang J.-W.,Elsevier Ltd,"Lee Jong-han, Hu Jongwan, Kang Joowon",110885,Article,Composite Structures,01-Aug-19,,1,1,0,1
2595,Displacement-recovery-capacity of superelastic SMA fibers reinforced cementitious materials,0,Choi E.,Techno Press,"Choi Eunsoo, Mohammadzadeh Behzad, Hwang Jinha, Lee Jong-han",157-171,Article,Smart Structures and Systems,2019,,1,1,1,1
2596,0,0,0,0,0,0,0,0,0,,0,0,1,1
2597,Experimental study of the prestressing effect in cement-based composites using SMA fibers,0,Lee J.-H.,Korea Concrete Institute,Lee Jong-han,293-298,Article,Journal of the Korea Concrete Institute,2019,,1,0,1,1
2598,0,0,0,0,0,0,0,0,0,,0,0,1,1
2599,Minimax posterior convergence rates and model selection consistency in high-dimensional dag models based on sparse cholesky factors,0,Copyright 2020 Elsevier B.V. All rights reserved.,Institute of Mathematical Statistics,"Lee Kyoungjae, Lee Jaeyong, Lin Lizhen",3413-3437,Article,Annals of Statistics,2019,,1,1,0,1
2600,Dietary inflammatory index is positively associated with serum high-sensitivity C-reactive protein in a Korean adult population,0,Lee K.W.,Elsevier Inc.,"Shin Dayeon, Lee Kyung Won, Brann Lynn S., Shivappa Nitin, Hébert James R.",155-161,Article,Nutrition,July - August 2019,,1,1,0,1
2601,0,0,0,0,0,0,0,0,0,,0,1,0,1
2602,0,0,0,0,0,0,0,0,0,,0,1,0,1
2603,Association of night eating with depression and depressive symptoms in Korean women,0,Shin D.,MDPI AG,"Lee Kyung-won, Shin Dayeon",4831,Article,International Journal of Environmental Research and Public HealthOpen Access,01-Dec-19,,1,1,0,1
2604,0,0,0,0,0,0,0,0,0,,0,0,1,1
2605,A bi-objective network design for value recovery of neodymium-iron-boron magnets: A case study of the United States,0,Song B.D.,Elsevier Ltd,"Jin Hongyue, Song Byung-duk, Yih Yuehwern, Sutherland John",257-269,Article,Journal of Cleaner Production,20-Feb-19,,1,1,0,1
2606,"Ideology, nationalism, and education: the case of education reforms in the two Koreas",0,Jung D.-J.,Springer Netherlands,"Kim Sun, Jung Dong-joon",295-304,Article,Asia Pacific Education Review,01-Jun-19,,1,1,1,1
2607,0,0,0,0,0,0,0,0,0,,0,0,1,1
2608,0,0,0,0,0,0,0,0,0,,0,0,1,1
2609,0,0,0,0,0,0,0,0,0,,0,0,1,1
2610,‘How do you feel about a disease?’ The effect of psychological distance towards a disease on health communication,0,Kim D.H.,Taylor and Francis Ltd.,Kim Dong-hoo,139-153,Article,International Journal of Advertising,02-Jan-19,,1,0,0,1
2611,0,0,0,0,0,0,0,0,0,,0,0,0,0
2612,0,0,0,0,0,0,0,0,0,,0,0,0,0
2613,Actual Dove versus ideal L’Oréal: Impact of self-related brand image on advertising persuasiveness,0,Sung Y.H.,Routledge,"Kim Dong-hoo, Sung Yoonhi, Um Namhyun",535-552,Article,Journal of Marketing Communications,04-Jul-19,,1,0,0,1
2614,Can Pokémon GO catch brands? The fit effect of game characters and brands on efficacy of brand communications,0,Kim D.H.,Routledge,"Kim Dong-hoo, Kim Seoyeon, Song Doori",645-660,Article,Journal of Marketing Communications,18-Aug-19,,1,0,0,1
2615,Direct and indirect costs of chronic obstructive pulmonary disease in Korea,0,Yoo K.H.,Korean National Tuberculosis Association,"Kim Changhwan, Kim Younhee, Yang Dongwook, Rhee Chinkook, Kim Sung-kyoung, Hwang Yong-il, Park Yong-bum, Lee Youngmok, Jin Seonglim, Park Jinkyeong, Hahm Cho Rom, Park Changhan, Park Soyeon, Jung Cheolkweon, Kim Yu-il, Lee Sang-haak, Yoon Hyoung-kyu, Lee Jin-hwa, Lim Seong-yong, Yoo Kwangha",27-34,Article,Tuberculosis and Respiratory DiseasesOpen Access,Jan-19,,1,0,1,1
2616,0,0,0,0,0,0,0,0,0,,0,0,1,1
2617,How does hepatic steatosis affect the outcome of patients with chronic hepatitis B?(Editorial),0,Lee J.-W.,Korean Association for the Study of the Liver,"Yu Jung-hwan, Lee Jin Woo",280-282,Editorial,Clinical and Molecular HepatologyOpen Access,Sep-19,,1,0,1,1
2618,Prediction model for hepatocellular carcinoma risk in treatment-naive chronic hepatitis B patients receiving entecavir/tenofovir,0,Jin Y.-J.,Lippincott Williams and Wilkins,"Yu Junghwan, Suh Young-ju, Jin Youngjoo, Heo Nae-yun, Jang Ji-woong, You Chan-ran, An Hyun-young, Lee Jin Woo",865-872,Article,European Journal of Gastroenterology and Hepatology,01-Jul-19,,1,1,0,1
2619,Effective therapeutic options for elderly patients with hepatocellular carcinoma: A nationwide cohort study,0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Shin Jongbeom, Yu Jung-hwan, Jin Youngjoo, Suh Young-ju, Kim Deuck Hwa, Byun Seyoun, Lee Jin Woo",e16150,Article,MedicineOpen Access,01-Jul-19,,1,1,0,1
2620,Comparison of survival outcomes of alcohol-related hepatocellular carcinoma with or without liver cirrhosis  A ten-year experience,0,Jin Y.-J.,Lippincott Williams and Wilkins,"Shin Jongbeom, Yu Jung-hwan, Jin Youngjoo, Chae Myoung Hun, Yoon Changhwi, Lee Jin Woo",e18020,Article,Medicine (United States)Open Access,01-Nov-19,,1,1,0,1
2621,Aromatase Inhibitors and Newly Developed Nonalcoholic Fatty Liver Disease in Postmenopausal Patients with Early Breast Cancer: A Propensity Score-Matched Cohort Study,0,Lee J.I.,Wiley-Blackwell,"Lee Jeong-il, Yu Junghwan, Anh Sung Gwe, Lee Hyunwoong, Jeong Joon, Lee Kwan-sik",e653-e661,Article,Oncologist,2019,,1,1,0,1
2622,Effect of Fluvastatin on Cardiovascular Complications in Kidney Transplant Patients: A Systemic Review and Meta-analysis,0,Song J.H.,Elsevier USA,"Hwang Seundeuk, Lee Jin-ho, Jhee Jong-hyun, Kim Yoon-ji, Park K. M., Kim Joong-kyung, Lee Seoungwoo, Song Joon-ho",2710-2713,Article,Transplantation Proceedings,Oct-19,,1,1,0,1
2623,"Erratum: Effectiveness of Antithymocyte Globulin Induction Dosing Regimens in Kidney Transplantation Patients: A Network Meta-analysis (Transplantation Proceedings (2019) 51(8) (2606–2610), (S0041134519302751), (10.1016/j.transproceed.2019.04.079))(Erratum)",0,Copyright 2019 Elsevier B.V. All rights reserved.,Elsevier USA,asd,3481,Erratum,Transplantation Proceedings,Dec-19,,1,1,0,1
2624,Efficacy and Safety of Ultra-Low-Dose Valganciclovir Chemoprophylaxis for Cytomegalovirus Infection in High-Risk Kidney Transplantation Patients,0,Hwang S.D.,Elsevier USA,"Lee Jin-ho, Kim Hee-yeoun, Lee Dongyeol, Kim Yoon-ji, Lee Hee Ryong, Oh Joon-seok, Sin Yong-hun, Kim Joong-kyung, Hwang Seundeuk",2689-2692,Article,Transplantation Proceedings,Oct-19,,1,1,0,1
2625,Impact of body mass index on survival in patients undergoing peritoneal dialysis: Analysis of data from the Insan Memorial End-Stage Renal Disease Registry of Korea (1985–2014),0,Lee S.W.,The Korean Society of Nephrology,"Hwang Seundeuk, Lee Jin-ho, Jhee Jong-hyun, Song Joon-ho, Kim Joong-kyung, Lee Seoungwoo",239-249,Article,Kidney Research and Clinical PracticeOpen Access,2019,,1,0,1,1
2626,Inhibition of lymphatic proliferation by the selective VEGFR-3 inhibitor SAR131675 ameliorates diabetic nephropathy in db/db mice,0,Park C.W.,Nature Publishing Group,"Hwang Seundeuk, Song Joon-ho, Kim Yonggoo, Lim Ji-hee, Kim Minyoung, Kim Eun-nim, Hong Yuah, Chung Sungjin, Choi Beom-soon, Kim Yong-soo, Park Cheol-whee",219,Article,Cell Death and DiseaseOpen Access,01-Mar-19,,1,1,0,1
2627,Attenuated Lymphatic Proliferation Ameliorates Diabetic Nephropathy and High-Fat Diet-Induced Renal Lipotoxicity,0,Park C.W.,Nature Publishing Group,"Kim Yonggoo, Hwang Seundeuk, Lim Ji-hee, Kim Minyoung, Kim Eun-nim, Choi Beom-soon, Kim Yong-soo, Kim Hyewon, Park Cheol-whee",1994,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
2628,The Impact of Comorbidity Burden on The Association between Vascular Access Type and Clinical Outcomes among Elderly Patients Undergoing Hemodialysis,0,Lee S.W.,Nature Research,"Jhee Jong-hyun, Hwang Seundeuk, Song Joon-ho, Lee Seoungwoo",18156,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
